Nothing like that is stored here!\r\n;Nothing like that is stored here!\r\n
Nothing special there...\r\n;Nothing special there...\r\n
Nothing.\r\n;Nothing.\r\n
nothing.\r\n;nothing.\r\n
Notitle %s for %s.\r\n;Notitle %s for %s.\r\n
NPC Bare Hand Dam: %d\r\n;NPC Bare Hand Dam: %d\r\n
NPC flags: &c%s&0\r\n;NPC flags: &c%s&0\r\n
NPCs can't augment items.\r\n;NPCs can't augment items.\r\n
NPCs can't craft.\r\n;NPCs can't craft.\r\n
NPCs can't deposit anything.\r\n;NPCs can't deposit anything.\r\n
NPCs can't dig.\r\n;NPCs can't dig.\r\n
NPCs can't drop coins.\r\n;NPCs can't drop coins.\r\n
NPCs can't exchange anything.\r\n;NPCs can't exchange anything.\r\n
NPCs can't give coins.\r\n;NPCs can't give coins.\r\n
NPCs can't lay roads.\r\n;NPCs can't lay roads.\r\n
Npcs can't lead anything.\r\n;Npcs can't lead anything.\r\n
NPCs can't mark the map.\r\n;NPCs can't mark the map.\r\n
NPCs can't use ready.\r\n;NPCs can't use ready.\r\n
NPCs can't use roadsign.\r\n;NPCs can't use roadsign.\r\n
NPCs can't withdraw anything.\r\n;NPCs can't withdraw anything.\r\n
NPCs cannot %s offers.\r\n;NPCs cannot %s offers.\r\n
NPCs cannot bathe. It's dirty, but it's true.\r\n;NPCs cannot bathe. It's dirty, but it's true.\r\n
NPCs cannot deathshroud.\r\n;NPCs cannot deathshroud.\r\n
NPCs cannot mummify.\r\n;NPCs cannot mummify.\r\n
NPCs cannot perform %ss.\r\n;NPCs cannot perform %ss.\r\n
NPCs cannot pick.\r\n;NPCs cannot pick.\r\n
NPCs cannot reforge.\r\n;NPCs cannot reforge.\r\n
NPCs cannot shadowstep.\r\n;NPCs cannot shadowstep.\r\n
NPCs cannot steal.\r\n;NPCs cannot steal.\r\n
NPCs cannot use Command.\r\n;NPCs cannot use Command.\r\n
NPCs cannot use escape.\r\n;NPCs cannot use escape.\r\n
NPCs cannot use group commands.\r\n;NPCs cannot use group commands.\r\n
NPCs cannot use infiltrate.\r\n;NPCs cannot use infiltrate.\r\n
NPCs cannot use mirrorimage.\r\n;NPCs cannot use mirrorimage.\r\n
NPCs cannot use regenerate.\r\n;NPCs cannot use regenerate.\r\n
NPCs cannot use the build command.\r\n;NPCs cannot use the build command.\r\n
NPCs cannot use the dismantle command.\r\n;NPCs cannot use the dismantle command.\r\n
NPCs cannot use the upgrade command.\r\n;NPCs cannot use the upgrade command.\r\n
NPCs cannot use this ability.\r\n;NPCs cannot use this ability.\r\n
NPCs cannot veintap.\r\n;NPCs cannot veintap.\r\n
NPCs cannot worm.\r\n;NPCs cannot worm.\r\n
NPCs do not have fight message toggles.\r\n;NPCs do not have fight message toggles.\r\n
NPCs do not have toggles.\r\n;NPCs do not have toggles.\r\n
NPCs don't carry coins.\r\n;NPCs don't carry coins.\r\n
NPCs don't quest.\r\n;NPCs don't quest.\r\n
NPCs get no %s.\r\n;NPCs get no %s.\r\n
NPCs may not earthmeld.\r\n;NPCs may not earthmeld.\r\n
NPCs may not hold items.\r\n;NPCs may not hold items.\r\n
NPCs may not share items.\r\n;NPCs may not share items.\r\n
NPCs may not wear items.\r\n;NPCs may not wear items.\r\n
NPCs may not wield items.\r\n;NPCs may not wield items.\r\n
Num L Name          State           Idl Login@   Site\r\n;Num L Name          State           Idl Login@   Site\r\n
OBJ [%d] %s - %s\r\n;OBJ [%d] %s - %s\r\n
Object %d deleted.\r\n;Object %d deleted.\r\n
Objects:\r\n;Objects:\r\n
Obvious exits:\r\n%s;Obvious exits:\r\n%s
Offering %s to;Offering %s to
Ok.\r\n;Ok.\r\n
Okay, you're now %s%s.\r\n;Okay, you're now %s%s.\r\n
Okay. But there didn't seem to be anything to populate.\r\n;Okay. But there didn't seem to be anything to populate.\r\n
OLC auditing isn't available for that type.\r\n;OLC auditing isn't available for that type.\r\n
OLC Vnums: [&c%d-%d&0], Flags: &g%s&0\r\n;OLC Vnums: [&c%d-%d&0], Flags: &g%s&0\r\n
Only %s coins are stored here.\r\n;Only %s coins are stored here.\r\n
Only level %d and above may enter the game %s.\r\n;Only level %d and above may enter the game %s.\r\n
Only mobs can use this.\r\n;Only mobs can use this.\r\n
Only the current leader can change leadership.\r\n;Only the current leader can change leadership.\r\n
Only the group leader can adjust the group options.\r\n;Only the group leader can adjust the group options.\r\n
Only the group's leader can change who the leader is.\r\n;Only the group's leader can change who the leader is.\r\n
Only the group's leader can invite members.\r\n;Only the group's leader can invite members.\r\n
Only the group's leader can kick members out.\r\n;Only the group's leader can kick members out.\r\n
Only vampire blood may be stored with blood essence.\r\n;Only vampire blood may be stored with blood essence.\r\n
Options: inventory, identify, retrieve, store\r\n;Options: inventory, identify, retrieve, store\r\n
Options:\r\n;Options:\r\n
owned by %s;owned by %s
Owner: %s%s\t0\r\n;Owner: %s%s\t0\r\n
Owner: %s%s&0;Owner: %s%s&0
Pan what direction?\r\n;Pan what direction?\r\n
part;part
Percentage must be between .01 and 100, '%s' given.\r\n;Percentage must be between .01 and 100, '%s' given.\r\n
Pet damage: %d (%.2f dps, %.2f total dps)\r\n;Pet damage: %d (%.2f dps, %.2f total dps)\r\n
Plants %s (%s).\r\n;Plants %s (%s).\r\n
Player limit: %d\r\n;Player limit: %d\r\n
Players blocking the %s:\r\n;Players blocking the %s:\r\n
Players can't have scripts.\r\n;Players can't have scripts.\r\n
Players don't have triggers.\r\n;Players don't have triggers.\r\n
Players from site %s:\r\n;Players from site %s:\r\n
Players on \t%c/%s\tn:\r\n;Players on \t%c/%s\tn:\r\n
Players:\r\n %-20.20s %-9.9s %-9.9s %-9.9s %s\r\n %-20.20s %-9.9s %-9.9s %-9.9s %s\r\n%s;Players:\r\n %-20.20s %-9.9s %-9.9s %-9.9s %s\r\n %-20.20s %-9.9s %-9.9s %-9.9s %s\r\n%s
Please specify 'mob', 'obj', or 'room'.\r\n;Please specify 'mob', 'obj', or 'room'.\r\n
PLR: &c%s&0\r\n;PLR: &c%s&0\r\n
Point at what?\r\n;Point at what?\r\n
Poison type: %s\r\n;Poison type: %s\r\n
Population: %d player%s, %d citizen%s, %d military\r\n;Population: %d player%s, %d citizen%s, %d military\r\n
Portal destination:;Portal destination:
Potion type: %s (%d)\r\n;Potion type: %s (%d)\r\n
Potion type: %s, Scale: %d\r\n;Potion type: %s, Scale: %d\r\n
Preparing for imminent %s...\r\n;Preparing for imminent %s...\r\n
PRF: &g%s&0\r\n;PRF: &g%s&0\r\n
Promo code: %s\r\n;Promo code: %s\r\n
Promote whom?\r\n;Promote whom?\r\n
Purify whom?\r\n;Purify whom?\r\n
PVP cooldown forgiven.\r\n;PVP cooldown forgiven.\r\n
Quantity: %d\r\n;Quantity: %d\r\n
Quest %d deleted.\r\n;Quest %d deleted.\r\n
Quest %s is not implemented.\r\n;Quest %s is not implemented.\r\n
Quest Tracker:\r\n;Quest Tracker:\r\n
Quest: %s\r\n;Quest: %s\r\n
Quests available here:\r\n;Quests available here:\r\n
Quests:\r\n;Quests:\r\n
Ranks%s:\r\n;Ranks%s:\r\n
Raw: %s\r\n;Raw: %s\r\n
Read what?\r\n;Read what?\r\n
Recent deaths: %d\r\n;Recent deaths: %d\r\n
Referred by: %s\r\n;Referred by: %s\r\n
Regenerate health, moves, or mana?\r\n;Regenerate health, moves, or mana?\r\n
Relationships:\r\n;Relationships:\r\n
Remaining to %s: %s\r\n;Remaining to %s: %s\r\n
Remove which '%s' (number)?\r\n;Remove which '%s' (number)?\r\n
Remove which %s (number)?\r\n;Remove which %s (number)?\r\n
Remove which ability?\r\n;Remove which ability?\r\n
Remove which apply (number)?\r\n;Remove which apply (number)?\r\n
Remove which custom message (number)?\r\n;Remove which custom message (number)?\r\n
Remove which evolution (number)?\r\n;Remove which evolution (number)?\r\n
Remove which exit (number)?\r\n;Remove which exit (number)?\r\n
Remove which gear (number)?\r\n;Remove which gear (number)?\r\n
Remove which icon (number)?\r\n;Remove which icon (number)?\r\n
Remove which interaction (number)?\r\n;Remove which interaction (number)?\r\n
Remove which linking rule (number)?\r\n;Remove which linking rule (number)?\r\n
Remove which resource (number)?\r\n;Remove which resource (number)?\r\n
Remove which reward (number)?\r\n;Remove which reward (number)?\r\n
Remove which script (number)?\r\n;Remove which script (number)?\r\n
Remove which spawn (number)?\r\n;Remove which spawn (number)?\r\n
Remove which storage location (number)?\r\n;Remove which storage location (number)?\r\n
Removed IN-DEV flag from adventure [%d] %s.\r\n;Removed IN-DEV flag from adventure [%d] %s.\r\n
Removed IN-DEV flag from archetype [%d] %s.\r\n;Removed IN-DEV flag from archetype [%d] %s.\r\n
Removed IN-DEV flag from augment [%d] %s.\r\n;Removed IN-DEV flag from augment [%d] %s.\r\n
Removed IN-DEV flag from class [%d] %s.\r\n;Removed IN-DEV flag from class [%d] %s.\r\n
Removed IN-DEV flag from craft [%d] %s.\r\n;Removed IN-DEV flag from craft [%d] %s.\r\n
Removed IN-DEV flag from faction [%d] %s.\r\n;Removed IN-DEV flag from faction [%d] %s.\r\n
Removed IN-DEV flag from global [%d] %s.\r\n;Removed IN-DEV flag from global [%d] %s.\r\n
Removed IN-DEV flag from morph [%d] %s.\r\n;Removed IN-DEV flag from morph [%d] %s.\r\n
Removed IN-DEV flag from quest [%d] %s.\r\n;Removed IN-DEV flag from quest [%d] %s.\r\n
Removed IN-DEV flag from skill [%d] %s.\r\n;Removed IN-DEV flag from skill [%d] %s.\r\n
Removed IN-DEV flag from social [%d] %s.\r\n;Removed IN-DEV flag from social [%d] %s.\r\n
Repair what?\r\n;Repair what?\r\n
Reputation: %s / %d\r\n;Reputation: %s / %d\r\n
Reputation: none\r\n;Reputation: none\r\n
Require what ability (or 'none')?\r\n;Require what ability (or 'none')?\r\n
Require what level of %s?\r\n;Require what level of %s?\r\n
Require which ability (or none)?\r\n;Require which ability (or none)?\r\n
Requires ability: [&y%s&0], Percent: [&g%.2f&0]\r\n;Requires ability: [&y%s&0], Percent: [&g%.2f&0]\r\n
Requires item: [%d] &g%s&0\r\n;Requires item: [%d] &g%s&0\r\n
Requires quest: [%d] &c%s&0\r\n;Requires quest: [%d] &c%s&0\r\n
requires remove <skill>\r\n;requires remove <skill>\r\n
Requires: %s\r\n;Requires: %s\r\n
Requires: crafting level %d\r\n;Requires: crafting level %d\r\n
Rescue whom?\r\n;Rescue whom?\r\n
Resources required:\r\n;Resources required:\r\n
Resources to completion: %s\r\n;Resources to completion: %s\r\n
Resources: %s\r\n;Resources: %s\r\n
Results above average: %d\r\n;Results above average: %d\r\n
Results below average: %d\r\n;Results below average: %d\r\n
Resurrect whom?\r\n;Resurrect whom?\r\n
Retrieve %swhat?\r\n;Retrieve %swhat?\r\n
Retrieve what?\r\n;Retrieve what?\r\n
Road data has not been set up for this game.\r\n;Road data has not been set up for this game.\r\n
Road signs can't be more than %d characters long.\r\n;Road signs can't be more than %d characters long.\r\n
Rogue flag forgiven.\r\n;Rogue flag forgiven.\r\n
role <role | all> remove <ability | all>\r\n;role <role | all> remove <ability | all>\r\n
room;room
Room deleted.\r\n;Room deleted.\r\n
Room icons must be exactly four characters.\r\n;Room icons must be exactly four characters.\r\n
Room template %d deleted.\r\n;Room template %d deleted.\r\n
Room Templates:\r\n;Room Templates:\r\n
Room Title: %s, Icon: %s&0 %s&0\r\n;Room Title: %s, Icon: %s&0 %s&0\r\n
Room Title: %s, Mapout Color: %s\r\n;Room Title: %s, Mapout Color: %s\r\n
Room Title: %s\r\n;Room Title: %s\r\n
Sap whom?\r\n;Sap whom?\r\n
Saving %s.\r\n;Saving %s.\r\n
Saw what?\r\n;Saw what?\r\n
Scaled level: [&c%d&0|&c%d&0-&c%d&0], Faction: [\tt%s\t0]\r\n;Scaled level: [&c%d&0|&c%d&0-&c%d&0], Faction: [\tt%s\t0]\r\n
Scan for what?\r\n;Scan for what?\r\n
Scan only works out on the map.\r\n;Scan only works out on the map.\r\n
Scan which direction or for what type of tile?\r\n;Scan which direction or for what type of tile?\r\n
Score: %d, ranked #%d (;Score: %d, ranked #%d (
Scrap what?\r\n;Scrap what?\r\n
Scrape what?\r\n;Scrape what?\r\n
Script information:\r\n;Script information:\r\n
Script memory:\r\n  Remember             Command\r\n;Script memory:\r\n  Remember             Command\r\n
Scripts copied from %s %d.\r\n;Scripts copied from %s %d.\r\n
Scripts:\r\n%s;Scripts:\r\n%s
Search for help about what?\r\n;Search for help about what?\r\n
Sector %d deleted.\r\n;Sector %d deleted.\r\n
Sector flags: &g%s&0\r\n;Sector flags: &g%s&0\r\n
Sector VNum: [&c%d&0], Name: '&c%s&0', Live Count [&c%d&0/&c%d&0]\r\n;Sector VNum: [&c%d&0], Name: '&c%s&0', Live Count [&c%d&0/&c%d&0]\r\n
Sectors:\r\n;Sectors:\r\n
See HELP MUDSTATS for more information.\r\n;See HELP MUDSTATS for more information.\r\n
See HELP OEDIT FULLSEARCH for syntax.\r\n;See HELP OEDIT FULLSEARCH for syntax.\r\n
See HELP TEDIT FULLSEARCH for syntax.\r\n;See HELP TEDIT FULLSEARCH for syntax.\r\n
See: HELP COMPONENT TYPES, HELP COMPONENT FLAGS\r\n;See: HELP COMPONENT TYPES, HELP COMPONENT FLAGS\r\n
Seek professional help.\r\n;Seek professional help.\r\n
Separate what?\r\n;Separate what?\r\n
Set char bits : &y%s&0\r\n;Set char bits : &y%s&0\r\n
Set it to what level?\r\n;Set it to what level?\r\n
Set it to what?\r\n;Set it to what?\r\n
Set its %s to what?\r\n;Set its %s to what?\r\n
Set the %s to what?\r\n;Set the %s to what?\r\n
Set the author to who (idnum, name, or nobody)?\r\n;Set the author to who (idnum, name, or nobody)?\r\n
Set the direction to what?\r\n;Set the direction to what?\r\n
Set the empire banner to what (HELP COLOR)?\r\n;Set the empire banner to what (HELP COLOR)?\r\n
Set the empire name to what?\r\n;Set the empire name to what?\r\n
Set the empire's adjective form to what?\r\n;Set the empire's adjective form to what?\r\n
Set the keywords to what?\r\n;Set the keywords to what?\r\n
Set the last name to what (or \off\)?\r\n;Set the last name to what (or \off\)?\r\n
Set the leader to whom?\r\n;Set the leader to whom?\r\n
Set the long description to what?\r\n;Set the long description to what?\r\n
Set the mastery ability to what?\r\n;Set the mastery ability to what?\r\n
Set the mob's allegiance to which faction (or 'none')?\r\n;Set the mob's allegiance to which faction (or 'none')?\r\n
Set the number to what?\r\n;Set the number to what?\r\n
Set the portalin vnum to what?\r\n;Set the portalin vnum to what?\r\n
Set the portalout vnum to what?\r\n;Set the portalout vnum to what?\r\n
Set the repeat interval to how many minutes (or immediately/never)?\r\n;Set the repeat interval to how many minutes (or immediately/never)?\r\n
Set the roadside icon to what single character?\r\n;Set the roadside icon to what single character?\r\n
Set the short description to what?\r\n;Set the short description to what?\r\n
Set the timer to what?\r\n;Set the timer to what?\r\n
Set the vnum to what?\r\n;Set the vnum to what?\r\n
Set whose olc flags?\r\n;Set whose olc flags?\r\n
Shadowstep to whom?\r\n;Shadowstep to whom?\r\n
Share what?\r\n;Share what?\r\n
Shelve which book?\r\n;Shelve which book?\r\n
Shoot whom?\r\n;Shoot whom?\r\n
Shooting yourself in the foot will do you no good now.\r\n;Shooting yourself in the foot will do you no good now.\r\n
Show ignores for whom?\r\n;Show ignores for whom?\r\n
Show islands (storage) for which empire?\r\n;Show islands (storage) for which empire?\r\n
Show items of what type?\r\n;Show items of what type?\r\n
Show items worn on what part?\r\n;Show items worn on what part?\r\n
Show recipes for which item?\r\n;Show recipes for which item?\r\n
Show the tracker for which quest?\r\n;Show the tracker for which quest?\r\n
Show what components?\r\n;Show what components?\r\n
Show workforce for what empire?\r\n;Show workforce for what empire?\r\n
Sign: %s\r\n;Sign: %s\r\n
sip;sip
Siphon is still on cooldown.\r\n;Siphon is still on cooldown.\r\n
Sire whom?\r\n;Sire whom?\r\n
Skill %d deleted.\r\n;Skill %d deleted.\r\n
Skill abbreviations may not contain color codes.\r\n;Skill abbreviations may not contain color codes.\r\n
Skill abbreviations must be 3 letters.\r\n;Skill abbreviations must be 3 letters.\r\n
skill change <skill> <level>\r\n;skill change <skill> <level>\r\n
skill remove <skill>\r\n;skill remove <skill>\r\n
Skills for %s:\r\n;Skills for %s:\r\n
Sneak which direction?\r\n;Sneak which direction?\r\n
Social %d deleted.\r\n;Social %d deleted.\r\n
Social commands must be all one word.\r\n;Social commands must be all one word.\r\n
Someone;Someone
Someone already owns this home.\r\n;Someone already owns this home.\r\n
Someone else already owns that.\r\n;Someone else already owns that.\r\n
Someone else is;Someone else is
someone else is;someone else is
Someone else is %s it right now.\r\n;Someone else is %s it right now.\r\n
Someone else is already editing %s %d.\r\n;Someone else is already editing %s %d.\r\n
Someone else is already editing that %s.\r\n;Someone else is already editing that %s.\r\n
Someone else is already editing that book.\r\n;Someone else is already editing that book.\r\n
Someone else is already editing the empire description.\r\n;Someone else is already editing the empire description.\r\n
Someone else is already editing the empire motd.\r\n;Someone else is already editing the empire motd.\r\n
Someone else is currently editing that %s.\r\n;Someone else is currently editing that %s.\r\n
Someone else is currently editing that book.\r\n;Someone else is currently editing that book.\r\n
Someone is already editing notes for that account.\r\n;Someone is already editing notes for that account.\r\n
Sorry, somebody beat you to it.\r\n;Sorry, somebody beat you to it.\r\n
Sorry, the board is not working.\r\n;Sorry, the board is not working.\r\n
Sorry, titles can't be longer than %d characters.\r\n;Sorry, titles can't be longer than %d characters.\r\n
Sorry, your account has not been cleared for login from your site!\r\n;Sorry, your account has not been cleared for login from your site!\r\n
Spawn %d changed to %.2f percent.\r\n;Spawn %d changed to %.2f percent.\r\n
Spawn %d changed to limit %d.\r\n;Spawn %d changed to limit %d.\r\n
Spawn %d changed to vnum %d (%s).\r\n;Spawn %d changed to vnum %d (%s).\r\n
Spawn info:\r\n%s%s%s;Spawn info:\r\n%s%s%s
Spawns copied from %s %d.\r\n;Spawns copied from %s %d.\r\n
Spawns:\r\n%s;Spawns:\r\n%s
Specialize in which skill?\r\n;Specialize in which skill?\r\n
Speed: %.2f, Damage: %d (%s+%.2f base dps)\r\n;Speed: %.2f, Damage: %d (%s+%.2f base dps)\r\n
Speed: %.2f\r\n;Speed: %.2f\r\n
Status: &c%s&0\r\n;Status: &c%s&0\r\n
Status: %s\r\n;Status: %s\r\n
Stop whose heart?\r\n;Stop whose heart?\r\n
Storable items:\r\n%s%s%s;Storable items:\r\n%s%s%s
Storage %d changed to building %d (%s).\r\n;Storage %d changed to building %d (%s).\r\n
Storage list: \r\n;Storage list: \r\n
Storage locations:;Storage locations:
Store what?\r\n;Store what?\r\n
String: %s\r\n;String: %s\r\n
strlen: %d\r\n;strlen: %d\r\n
Successfully copied workforce limits from %s to %s.\r\n;Successfully copied workforce limits from %s to %s.\r\n
Summon location invalid.\r\n;Summon location invalid.\r\n
Summon which familiar:;Summon which familiar:
Summon whom to the adventure?\r\n;Summon whom to the adventure?\r\n
Summon whom?\r\n;Summon whom?\r\n
Swap to which mount?\r\n;Swap to which mount?\r\n
SYSLOGS: &c%s&0\r\n;SYSLOGS: &c%s&0\r\n
tdetach room <target vnum | .> <trigger name/vnum | all>\r\n;tdetach room <target vnum | .> <trigger name/vnum | all>\r\n
Technology:;Technology:
Teleportation failed: you can't seem to teleport there right now.\r\n;Teleportation failed: you can't seem to teleport there right now.\r\n
Teleportation failed: you couldn't find a safe place to teleport.\r\n;Teleportation failed: you couldn't find a safe place to teleport.\r\n
Terrify whom?\r\n;Terrify whom?\r\n
Territory abandoned.\r\n;Territory abandoned.\r\n
Territory: %d in cities, %d/%d outside (%d/%d total)\r\n;Territory: %d in cities, %d/%d outside (%d/%d total)\r\n
Territory: %d, Members: %d, Greatness: %d\r\n;Territory: %d, Members: %d, Greatness: %d\r\n
Test instance added at %s.\r\n;Test instance added at %s.\r\n
That %s is not implemented.\r\n;That %s is not implemented.\r\n
That adventure has no scaling constraints.\r\n;That adventure has no scaling constraints.\r\n
That build recipe is not implemented.\r\n;That build recipe is not implemented.\r\n
That building cannot be interlinked.\r\n;That building cannot be interlinked.\r\n
That cannot be unloaded from vehicles.\r\n;That cannot be unloaded from vehicles.\r\n
That character isn't on your account.\r\n;That character isn't on your account.\r\n
That city is already at the maximum level.\r\n;That city is already at the maximum level.\r\n
That city was founded too recently to teleport to it.\r\n;That city was founded too recently to teleport to it.\r\n
That command is not implemented.\r\n;That command is not implemented.\r\n
That cost must be between 0.1 and %d.\r\n;That cost must be between 0.1 and %d.\r\n
That description is too long. Long descriptions may not be over 72 characters.\r\n;That description is too long. Long descriptions may not be over 72 characters.\r\n
That evolution type does not have a value.\r\n;That evolution type does not have a value.\r\n
That function is not implemented yet.\r\n;That function is not implemented yet.\r\n
That group is full now.\r\n;That group is full now.\r\n
That id represents no global variables.(1)\r\n;That id represents no global variables.(1)\r\n
That id represents no global variables.(2)\r\n;That id represents no global variables.(2)\r\n
That is not a valid option!\r\n;That is not a valid option!\r\n
That isn't a building.\r\n;That isn't a building.\r\n
That item already has a %s effect.\r\n;That item already has a %s effect.\r\n
That limit is out of bounds.\r\n;That limit is out of bounds.\r\n
That link has no buildfacing.\r\n;That link has no buildfacing.\r\n
That link has no buildon.\r\n;That link has no buildon.\r\n
That link has no direction.\r\n;That link has no direction.\r\n
That link has no number.\r\n;That link has no number.\r\n
That link has no portalin.\r\n;That link has no portalin.\r\n
That link has no portalout.\r\n;That link has no portalout.\r\n
That link has no vnum.\r\n;That link has no vnum.\r\n
That location needs no maintenance.\r\n;That location needs no maintenance.\r\n
That message exists only in your imagination.\r\n;That message exists only in your imagination.\r\n
That mob does not exist.\r\n;That mob does not exist.\r\n
That mob doesn't have any triggers.\r\n;That mob doesn't have any triggers.\r\n
That name is already in use.\r\n;That name is already in use.\r\n
That name is already taken.\r\n;That name is already taken.\r\n
That name is too long. Island names may not be over 30 characters.\r\n;That name is too long. Island names may not be over 30 characters.\r\n
That name is too long. Room names may not be over 60 characters.\r\n;That name is too long. Room names may not be over 60 characters.\r\n
That name is too long. Vehicle names may not be over 24 characters.\r\n;That name is too long. Vehicle names may not be over 24 characters.\r\n
That name is too long.\r\n;That name is too long.\r\n
That object does not exist.\r\n;That object does not exist.\r\n
That object doesn't have any triggers.\r\n;That object doesn't have any triggers.\r\n
That offer type is not currently implemented.\r\n;That offer type is not currently implemented.\r\n
That option is not implemented.\r\n;That option is not implemented.\r\n
That person is not a member of this empire.\r\n;That person is not a member of this empire.\r\n
That person is not available.\r\n;That person is not available.\r\n
That person is not in the empire.\r\n;That person is not in the empire.\r\n
That person is not in your empire.\r\n;That person is not in your empire.\r\n
That player is already approved.\r\n;That player is already approved.\r\n
That player is not even approved.\r\n;That player is not even approved.\r\n
That player is not in an empire.\r\n;That player is not in an empire.\r\n
That quest is not complete.\r\n;That quest is not complete.\r\n
That sector requires extra data and can't be set this way.\r\n;That sector requires extra data and can't be set this way.\r\n
That seems a bit redundant...\r\n;That seems a bit redundant...\r\n
That seems rather pointless, doesn't it?\r\n;That seems rather pointless, doesn't it?\r\n
That trigger does not exist.\r\n;That trigger does not exist.\r\n
That trigger was not found.\r\n;That trigger was not found.\r\n
That variable cannot be located.\r\n;That variable cannot be located.\r\n
That vehicle does not exist.\r\n;That vehicle does not exist.\r\n
That vehicle has no triggers.\r\n;That vehicle has no triggers.\r\n
That vehicle is not available.\r\n;That vehicle is not available.\r\n
That vnum does not exist.\r\n;That vnum does not exist.\r\n
That's already the adjective.\r\n;That's already the adjective.\r\n
That's not a direction!\r\n;That's not a direction!\r\n
That's not a valid %s option.\r\n;That's not a valid %s option.\r\n
That's not a valid place to teleport.\r\n;That's not a valid place to teleport.\r\n
That's not a valid way to inspire.\r\n;That's not a valid way to inspire.\r\n
That's not even your alt!\r\n;That's not even your alt!\r\n
The %d%s day of the month of %s, year %d.\r\n;The %d%s day of the month of %s, year %d.\r\n
The %s is closed.\r\n, fname(ex->keyword);The %s is closed.\r\n, fname(ex->keyword)
The %s is open.\r\n, fname(ex->keyword);The %s is open.\r\n, fname(ex->keyword)
The %s is owned by %s%s\t0%s.;The %s is owned by %s%s\t0%s.
The %s is set for %d minute%s (%s).\r\n;The %s is set for %d minute%s (%s).\r\n
The %s of %s has no unclaimed %s.\r\n;The %s of %s has no unclaimed %s.\r\n
The %s role didn't have %s.\r\n;The %s role didn't have %s.\r\n
The adjective form was also changed (use 'eedit adjective' to change it).\r\n;The adjective form was also changed (use 'eedit adjective' to change it).\r\n
The archetype will grant no starting %s level.\r\n;The archetype will grant no starting %s level.\r\n
The area is already claimed.\r\n;The area is already claimed.\r\n
The book is old and badly damaged, you can't read it.\r\n;The book is old and badly damaged, you can't read it.\r\n
The book is too badly damaged to read.\r\n;The book is too badly damaged to read.\r\n
The building is being dismantled, you can't rebuild it now.\r\n;The building is being dismantled, you can't rebuild it now.\r\n
The building needs some work before it can be upgraded.\r\n;The building needs some work before it can be upgraded.\r\n
The building needs to be upgraded to %s that!\r\n;The building needs to be upgraded to %s that!\r\n
The crop appears to have died and you get nothing useful.\r\n;The crop appears to have died and you get nothing useful.\r\n
The Devastation Ritual has failed.\r\n;The Devastation Ritual has failed.\r\n
The Devastation Ritual is complete.\r\n;The Devastation Ritual is complete.\r\n
The ecstasy of the fangs in your flesh is too enchanting to do that...\r\n;The ecstasy of the fangs in your flesh is too enchanting to do that...\r\n
The empire does not own that location.\r\n;The empire does not own that location.\r\n
The empire doesn't appear to be %sing '%s'.\r\n;The empire doesn't appear to be %sing '%s'.\r\n
The empire doesn't have enough coins.\r\n;The empire doesn't have enough coins.\r\n
The empire needs the Trade Routes technology for you to do that.\r\n;The empire needs the Trade Routes technology for you to do that.\r\n
The empire now has %d ranks.\r\n;The empire now has %d ranks.\r\n
The empire requires %d coin%s in the vault in order to finance the war with %s!\r\n;The empire requires %d coin%s in the vault in order to finance the war with %s!\r\n
The empire's adjective form is now: %s\r\n;The empire's adjective form is now: %s\r\n
The empire's banner is now: %s%s&0\r\n;The empire's banner is now: %s%s&0\r\n
The empire's name is now: %s\r\n;The empire's name is now: %s\r\n
The field is seeded with %s.\r\n;The field is seeded with %s.\r\n
The fish are jumping off in the distance, but you can't seem to catch one!\r\n;The fish are jumping off in the distance, but you can't seem to catch one!\r\n
The flag options are: anonymous\r\n;The flag options are: anonymous\r\n
The flames on the remaining candles shoot toward you and form the crest of the Phoenix!\r\n;The flames on the remaining candles shoot toward you and form the crest of the Phoenix!\r\n
The following %s flags are available:\r\n;The following %s flags are available:\r\n
The following %ss are available:\r\n;The following %ss are available:\r\n
The following commands need help files:\r\n%s;The following commands need help files:\r\n%s
The game is %s closed to new players.\r\n;The game is %s closed to new players.\r\n
The game is %s completely open.\r\n;The game is %s completely open.\r\n
The ground is too hard and there doesn't seem to be anything useful to dig up here.\r\n;The ground is too hard and there doesn't seem to be anything useful to dig up here.\r\n
The group is already full.\r\n;The group is already full.\r\n
The group location is now %s to other players.\r\n;The group location is now %s to other players.\r\n
The item must be in your inventory. Cost is number of your empire's coins.\r\n;The item must be in your inventory. Cost is number of your empire's coins.\r\n
The leader can't defect!\r\n;The leader can't defect!\r\n
The library is unfinished and has no books.\r\n;The library is unfinished and has no books.\r\n
The light of your purify spell has no effect on daywalkers.\r\n;The light of your purify spell has no effect on daywalkers.\r\n
The longest you can set it is %d hour%s.\r\n;The longest you can set it is %d hour%s.\r\n
The mine is depleted, you find nothing of use.\r\n;The mine is depleted, you find nothing of use.\r\n
The mine is depleted.\r\n;The mine is depleted.\r\n
The mine shafts aren't finished yet.\r\n;The mine shafts aren't finished yet.\r\n
The mint no longer belongs to any empire and can't be used to make coin.\r\n;The mint no longer belongs to any empire and can't be used to make coin.\r\n
The new name must contain '%s'.\r\n;The new name must contain '%s'.\r\n
The old sign has been replaced.\r\n;The old sign has been replaced.\r\n
